Day,Weather,Customers_Forecast,Meals_Prepared,Festival,Event_Type,Staff_Count,Avg_Rating,Special_Event,Surplus_Meals
Tuesday,Cloudy,537,688,No,Banquet,29,4.14,0,177.7
Monday,Cloudy,290,360,No,Buffet,15,4.81,0,70.1
Monday,Stormy,455,559,No,Regular,26,3.97,0,158.0
Friday,Sunny,439,593,No,Buffet,25,3.85,0,132.5
Tuesday,Sunny,96,121,No,Regular,10,3.83,0,17.3
Thursday,Sunny,290,350,Christmas,Regular,15,3.67,0,53.5
Monday,Sunny,150,186,No,Corporate,8,4.37,0,1.0
Sunday,Rainy,374,424,No,Corporate,22,4.62,1,99.4
Monday,Sunny,401,499,No,Buffet,23,3.87,0,83.6
Wednesday,Sunny,405,543,Christmas,Buffet,25,4.34,1,197.7
Saturday,Cloudy,200,228,No,Regular,13,4.56,0,28.5
Tuesday,Sunny,615,727,Christmas,Regular,28,4.22,0,114.7
Tuesday,Sunny,161,205,No,Buffet,14,4.13,0,38.7
Saturday,Cloudy,342,481,No,Buffet,23,3.84,0,154.1
Tuesday,Cloudy,255,322,No,Regular,15,4.38,0,45.7
Monday,Stormy,330,406,No,Regular,20,4.02,0,117.2
Thursday,Cloudy,314,377,No,Regular,17,4.37,0,48.6
Monday,Stormy,638,848,Eid,Regular,36,3.91,0,328.6
Sunday,Sunny,676,834,No,Regular,36,4.26,0,103.9
Friday,Rainy,118,153,No,Regular,7,4.58,0,39.5
Friday,Cloudy,596,718,No,Buffet,29,4.32,1,204.3
Tuesday,Cloudy,365,448,No,Regular,19,3.85,0,40.9
Friday,Sunny,731,800,No,Regular,31,3.66,0,51.5
Friday,Sunny,384,520,No,Buffet,25,4.15,0,135.1
Monday,Sunny,298,359,New Year,Corporate,19,4.7,0,50.3
Sunday,Rainy,731,915,No,Regular,34,4.45,0,203.9
Friday,Rainy,412,523,No,Regular,25,4.95,0,114.2
Saturday,Sunny,607,730,No,Buffet,32,5.0,0,165.4
Tuesday,Cloudy,246,309,No,Regular,13,4.08,0,59.0
Monday,Cloudy,520,597,No,Regular,28,4.39,0,63.4
Friday,Cloudy,137,183,No,Regular,9,4.12,1,41.8
Saturday,Sunny,765,931,No,Regular,36,3.89,0,112.4
Wednesday,Rainy,149,194,New Year,Corporate,13,4.31,0,48.2
Monday,Cloudy,360,425,Christmas,Corporate,20,4.23,0,64.6
Saturday,Cloudy,128,147,No,Regular,8,4.1,0,23.6
Tuesday,Cloudy,122,151,New Year,Regular,9,3.97,0,21.8
Wednesday,Cloudy,664,874,No,Banquet,34,4.18,0,220.3
Friday,Sunny,758,899,No,Buffet,35,3.97,0,165.5
Monday,Rainy,375,525,Christmas,Banquet,22,4.06,0,256.9
Monday,Sunny,89,124,New Year,Corporate,10,3.66,0,13.8
Monday,Rainy,85,113,No,Regular,8,3.78,0,36.0
Sunday,Rainy,736,901,No,Regular,38,3.89,0,217.2
Wednesday,Cloudy,502,575,No,Regular,23,4.2,1,101.8
Friday,Cloudy,316,374,No,Corporate,17,4.15,0,32.2
Sunday,Sunny,259,305,No,Regular,13,3.87,0,22.3
Friday,Sunny,687,927,No,Buffet,39,3.91,0,234.1
Thursday,Cloudy,701,837,No,Buffet,33,4.21,1,177.9
Thursday,Sunny,403,437,No,Corporate,17,3.92,0,10.5
Wednesday,Sunny,489,578,Diwali,Corporate,25,3.72,0,82.4
Friday,Stormy,676,832,Diwali,Regular,32,4.41,1,369.5
Sunday,Sunny,293,355,No,Regular,14,3.55,0,48.0
Saturday,Sunny,712,911,No,Buffet,36,3.68,1,222.8
Thursday,Sunny,182,209,No,Corporate,9,4.59,0,12.4
Wednesday,Cloudy,235,312,No,Buffet,15,3.63,0,91.7
Sunday,Sunny,931,1215,No,Buffet,48,4.75,0,229.7
Monday,Rainy,230,279,Christmas,Corporate,11,3.63,0,76.1
Saturday,Cloudy,654,775,No,Regular,30,3.72,0,91.8
Tuesday,Sunny,266,332,No,Regular,13,3.68,0,40.2
Friday,Cloudy,657,792,No,Corporate,30,3.57,0,93.9
Saturday,Sunny,330,466,No,Buffet,22,4.71,0,123.5
Thursday,Rainy,68,95,No,Corporate,5,4.62,1,27.7
Tuesday,Sunny,334,405,No,Regular,16,3.54,0,61.5
Saturday,Sunny,599,790,No,Buffet,34,4.78,0,221.4
Wednesday,Sunny,289,346,Eid,Regular,15,3.61,0,47.9
Wednesday,Sunny,220,280,No,Regular,13,5.0,1,53.2
Thursday,Cloudy,546,617,No,Regular,27,4.06,1,93.7
Thursday,Sunny,255,300,No,Corporate,15,3.87,1,44.6
Friday,Stormy,572,645,No,Regular,25,4.33,0,178.1
Monday,Sunny,119,150,No,Regular,10,3.75,0,18.6
Thursday,Cloudy,573,698,Diwali,Regular,31,3.53,0,120.8
Sunday,Cloudy,605,794,Christmas,Regular,31,3.94,0,154.3
Monday,Sunny,196,254,No,Buffet,12,4.16,0,61.3
Thursday,Cloudy,445,579,No,Buffet,26,3.21,0,154.2
Friday,Rainy,727,936,No,Buffet,37,3.74,0,304.7
Sunday,Rainy,636,721,No,Regular,32,4.94,0,143.8
Friday,Stormy,450,623,Christmas,Buffet,28,4.12,0,395.4
Saturday,Cloudy,162,194,No,Regular,10,3.11,0,46.4
Tuesday,Sunny,121,162,No,Buffet,11,4.12,0,36.8
Wednesday,Rainy,580,683,No,Corporate,31,4.27,0,95.6
Sunday,Sunny,188,253,No,Buffet,14,4.11,0,75.4
Sunday,Cloudy,454,638,No,Banquet,25,4.45,0,203.6
Thursday,Rainy,562,669,No,Regular,30,4.0,0,143.1
Thursday,Rainy,741,1046,Christmas,Buffet,43,4.55,0,325.1
Thursday,Rainy,407,519,No,Buffet,23,4.12,0,163.2
Monday,Sunny,549,722,Diwali,Buffet,30,4.17,0,221.0
Sunday,Cloudy,527,704,No,Buffet,31,4.27,0,185.5
Saturday,Sunny,156,181,No,Regular,11,4.41,0,31.7
Thursday,Rainy,315,385,No,Corporate,18,4.27,0,73.2
Tuesday,Cloudy,624,848,No,Buffet,37,3.81,0,210.5
Wednesday,Sunny,514,729,New Year,Buffet,30,4.79,0,245.8
Monday,Rainy,391,500,Diwali,Regular,24,3.79,0,149.0
Saturday,Sunny,664,795,No,Regular,30,3.76,0,90.4
Thursday,Cloudy,246,314,No,Banquet,13,3.3,0,107.7
Tuesday,Stormy,395,487,No,Regular,20,4.01,0,199.8
Friday,Cloudy,212,261,No,Regular,12,3.91,0,32.8
Sunday,Cloudy,124,146,No,Regular,9,4.15,0,16.5
Monday,Sunny,742,926,No,Buffet,36,3.77,1,257.5
Thursday,Sunny,465,518,No,Corporate,21,4.81,1,58.3
Thursday,Sunny,903,1218,Christmas,Banquet,47,3.87,0,387.9
Tuesday,Sunny,398,502,No,Buffet,22,3.87,0,116.0
Thursday,Sunny,400,499,No,Regular,22,4.09,0,71.5
Friday,Cloudy,123,167,Christmas,Regular,9,4.28,0,42.6
Tuesday,Cloudy,175,214,No,Regular,14,4.63,0,33.2
Tuesday,Sunny,138,206,No,Buffet,10,4.34,0,66.5
Saturday,Cloudy,446,571,No,Banquet,27,4.33,1,177.5
Wednesday,Rainy,302,356,No,Regular,18,4.17,0,82.6
Friday,Sunny,229,265,No,Regular,13,3.78,1,40.8
Friday,Cloudy,751,1007,No,Buffet,40,3.86,1,339.8
Saturday,Sunny,607,774,No,Buffet,30,3.19,0,189.3
Saturday,Cloudy,462,605,No,Buffet,27,3.99,0,153.5
Saturday,Cloudy,433,598,No,Buffet,27,4.39,0,161.5
Friday,Sunny,477,566,No,Regular,25,4.01,0,58.6
Thursday,Sunny,342,468,No,Buffet,22,4.3,1,146.6
Wednesday,Rainy,514,576,No,Regular,23,4.92,1,96.8
Wednesday,Sunny,636,744,No,Buffet,28,4.16,0,156.0
Wednesday,Cloudy,173,207,No,Regular,9,4.36,0,24.2
Monday,Cloudy,749,1001,No,Buffet,40,4.17,0,286.4
Thursday,Sunny,463,603,No,Banquet,26,3.78,0,144.8
Wednesday,Cloudy,217,266,No,Buffet,15,4.03,0,57.1
Monday,Cloudy,559,655,No,Regular,27,3.66,0,66.1
Tuesday,Sunny,428,610,No,Banquet,23,4.48,0,166.6
Saturday,Stormy,184,227,No,Regular,13,4.51,0,70.9
Friday,Cloudy,411,479,No,Corporate,22,4.08,0,55.9
Saturday,Cloudy,368,440,No,Regular,17,4.86,0,44.4
Thursday,Sunny,187,228,No,Corporate,10,4.03,0,21.7
Saturday,Sunny,590,716,No,Regular,31,4.49,0,80.2
Saturday,Cloudy,362,435,No,Regular,18,4.02,0,31.9
Monday,Cloudy,520,660,No,Banquet,27,4.31,0,156.5
Sunday,Sunny,144,196,No,Buffet,9,3.53,1,61.1
Monday,Cloudy,280,353,No,Regular,19,3.91,0,45.2
Friday,Cloudy,109,142,No,Regular,12,4.15,0,30.3
Saturday,Sunny,278,324,No,Regular,15,4.48,0,38.7
Wednesday,Rainy,522,665,No,Regular,28,4.14,1,180.7
Friday,Cloudy,875,1179,No,Buffet,45,4.69,0,278.4
Wednesday,Cloudy,315,414,No,Buffet,21,3.97,0,110.9
Monday,Rainy,660,878,No,Banquet,38,3.73,1,344.9
Monday,Cloudy,428,485,No,Corporate,24,4.91,0,34.8
Monday,Stormy,726,898,No,Banquet,35,3.48,0,457.7
Monday,Rainy,137,173,No,Buffet,10,3.81,0,50.0
Friday,Sunny,289,332,No,Regular,15,4.12,0,18.1
Thursday,Sunny,546,786,Christmas,Buffet,33,4.0,0,259.2
Thursday,Stormy,237,330,New Year,Regular,14,4.17,0,157.1
Friday,Rainy,538,669,No,Regular,29,4.16,1,205.3
Monday,Sunny,528,606,No,Corporate,25,5.0,0,38.4
Tuesday,Sunny,651,792,No,Buffet,31,4.02,1,226.8
Saturday,Sunny,423,508,No,Regular,22,4.27,0,49.5
Sunday,Rainy,223,281,No,Regular,12,4.14,0,73.1
Thursday,Rainy,252,318,No,Regular,13,3.1,0,94.4
Monday,Rainy,463,571,No,Buffet,27,3.62,0,154.1
Saturday,Sunny,603,725,No,Regular,29,3.19,0,89.9
Sunday,Rainy,641,736,No,Corporate,31,3.65,1,186.0
Wednesday,Sunny,666,826,No,Buffet,32,4.04,0,187.6
Tuesday,Sunny,194,260,Eid,Regular,16,4.47,0,43.3
Monday,Sunny,117,159,No,Corporate,9,4.67,0,19.7
Friday,Cloudy,235,329,No,Banquet,17,5.0,0,114.1
Sunday,Cloudy,210,255,No,Corporate,11,4.14,0,22.8
Friday,Sunny,386,500,No,Buffet,20,4.12,0,118.7
Wednesday,Sunny,90,115,No,Regular,10,3.5,0,31.5
Friday,Rainy,908,1163,No,Buffet,44,3.69,0,430.7
Saturday,Sunny,291,369,Christmas,Corporate,16,4.45,0,52.0
Thursday,Cloudy,221,319,Christmas,Banquet,15,4.92,0,116.7
Saturday,Sunny,453,533,No,Regular,21,4.69,1,101.1
Wednesday,Sunny,162,220,No,Buffet,10,3.85,0,58.1
Wednesday,Sunny,560,631,No,Regular,28,3.62,0,45.9
Friday,Cloudy,780,937,Christmas,Regular,37,3.34,1,233.3
Thursday,Sunny,596,760,No,Regular,29,4.07,0,108.0
Sunday,Sunny,355,445,No,Regular,18,4.93,0,54.1
Thursday,Rainy,522,656,No,Buffet,29,3.89,0,189.5
Wednesday,Sunny,153,193,No,Regular,13,3.84,1,22.2
Wednesday,Rainy,111,142,No,Buffet,7,4.0,0,59.0
Thursday,Sunny,467,624,Diwali,Buffet,28,3.99,1,188.6
Wednesday,Rainy,499,551,No,Regular,25,4.14,1,118.7
Saturday,Sunny,108,150,No,Buffet,8,3.05,1,70.6
Wednesday,Cloudy,642,780,No,Regular,32,3.69,0,86.8
Wednesday,Cloudy,313,384,No,Regular,18,3.94,0,46.4
Friday,Cloudy,720,1002,No,Banquet,42,4.22,1,337.6
Monday,Rainy,87,118,Diwali,Regular,11,3.86,0,38.1
Friday,Sunny,702,836,No,Regular,34,4.19,0,83.4
Thursday,Sunny,472,669,Christmas,Buffet,25,3.84,0,212.9
Thursday,Rainy,344,393,No,Regular,20,4.46,0,80.5
Friday,Rainy,519,602,Diwali,Regular,27,4.24,0,144.5
Saturday,Cloudy,798,1143,Eid,Buffet,45,4.18,1,395.8
Saturday,Cloudy,99,148,No,Buffet,8,4.45,0,55.1
Wednesday,Rainy,114,159,New Year,Buffet,11,4.35,0,72.6
Wednesday,Rainy,327,395,No,Corporate,18,3.87,0,66.5
Friday,Rainy,627,725,No,Regular,31,3.77,0,134.0
Friday,Rainy,891,1187,No,Buffet,47,4.67,0,399.0
Friday,Sunny,145,189,No,Regular,10,4.93,0,23.3
Thursday,Cloudy,296,354,No,Regular,18,4.6,0,39.6
Saturday,Cloudy,877,1208,Eid,Banquet,47,4.59,1,428.7
Tuesday,Sunny,743,953,Christmas,Buffet,37,3.68,1,326.3
Thursday,Rainy,214,285,No,Regular,17,4.05,0,93.8
Tuesday,Cloudy,624,785,Diwali,Regular,35,3.99,0,136.0
Wednesday,Sunny,533,596,No,Regular,23,3.98,0,40.8
Friday,Cloudy,298,361,No,Buffet,16,3.78,0,76.8
Thursday,Sunny,539,618,No,Regular,28,4.26,0,52.9
Wednesday,Sunny,561,702,No,Banquet,28,4.27,1,181.3
Sunday,Cloudy,673,818,No,Regular,31,3.73,0,99.5
Saturday,Cloudy,662,810,No,Regular,31,3.81,1,147.3
Thursday,Cloudy,257,362,No,Banquet,19,4.2,0,125.1
Sunday,Sunny,520,608,Diwali,Corporate,24,4.1,1,107.3
Thursday,Cloudy,332,404,Christmas,Regular,16,3.86,0,76.2
Saturday,Sunny,736,900,No,Buffet,35,4.03,1,241.3
Tuesday,Rainy,131,157,No,Corporate,8,3.57,0,43.5
Wednesday,Sunny,261,335,No,Buffet,17,4.4,0,73.5
Wednesday,Rainy,239,301,No,Buffet,12,3.95,0,103.0
Monday,Sunny,718,974,No,Buffet,38,3.94,0,279.8
Thursday,Sunny,390,556,Christmas,Banquet,25,4.32,1,163.2
Tuesday,Sunny,243,337,Diwali,Buffet,15,4.56,1,112.8
Friday,Rainy,596,722,No,Regular,29,4.12,0,196.6
Tuesday,Stormy,528,680,No,Buffet,26,3.86,0,351.7
Monday,Cloudy,522,708,No,Buffet,32,4.29,1,205.4
Sunday,Sunny,840,1080,Eid,Buffet,43,4.14,0,304.6
Friday,Sunny,715,902,Christmas,Regular,37,4.25,0,135.1
Sunday,Cloudy,399,543,New Year,Buffet,23,4.46,0,158.7
Thursday,Sunny,623,764,No,Regular,30,4.05,0,103.3
Monday,Rainy,540,718,No,Banquet,31,4.55,0,233.9
Friday,Cloudy,704,782,No,Regular,30,3.88,0,69.2
Thursday,Rainy,560,694,No,Buffet,26,3.83,0,214.4
Monday,Rainy,136,194,No,Buffet,9,4.5,0,73.1
Sunday,Sunny,731,880,Eid,Regular,36,4.31,0,139.0
Friday,Sunny,582,733,No,Buffet,30,4.05,1,213.3
Saturday,Rainy,394,497,Christmas,Regular,19,4.11,0,135.6
Thursday,Sunny,237,279,No,Corporate,11,3.99,1,30.9
Friday,Cloudy,603,726,No,Buffet,27,4.04,0,159.0
Tuesday,Rainy,600,723,No,Regular,32,3.6,0,186.1
Sunday,Sunny,215,256,No,Buffet,16,3.79,0,50.8
Wednesday,Rainy,274,334,No,Banquet,16,4.06,1,127.3
Tuesday,Sunny,104,140,No,Regular,11,3.46,0,42.5
Monday,Cloudy,253,355,No,Banquet,18,3.21,0,111.2
Friday,Sunny,95,128,No,Regular,9,3.44,0,16.2
Sunday,Cloudy,228,294,Eid,Regular,16,4.61,0,59.2
Sunday,Sunny,497,686,New Year,Buffet,26,4.93,1,276.8
Friday,Sunny,660,778,No,Regular,29,4.24,0,80.7
Sunday,Sunny,416,485,No,Corporate,19,4.05,0,39.9
Saturday,Sunny,286,368,No,Buffet,20,4.6,0,87.4
Wednesday,Cloudy,139,187,No,Buffet,9,3.66,0,50.2
Friday,Sunny,842,1113,New Year,Buffet,41,4.25,1,389.8
Monday,Sunny,205,259,No,Buffet,13,4.25,0,61.0
Tuesday,Sunny,460,538,No,Corporate,21,4.01,1,75.6
Wednesday,Sunny,264,331,No,Buffet,13,3.34,0,82.7
Tuesday,Sunny,388,475,No,Corporate,18,4.59,0,32.3
Sunday,Sunny,846,1005,No,Buffet,39,3.88,0,166.2
Sunday,Cloudy,719,893,No,Regular,34,3.82,0,158.2
Wednesday,Cloudy,148,197,No,Buffet,10,3.49,0,54.5
Friday,Cloudy,438,536,Eid,Regular,26,4.37,0,88.5
Wednesday,Sunny,350,442,No,Regular,22,4.27,0,80.7
Monday,Rainy,576,658,No,Regular,25,4.35,0,101.6
Wednesday,Cloudy,523,666,No,Regular,28,3.93,0,119.0
Tuesday,Cloudy,150,187,No,Regular,9,3.99,0,29.5
Wednesday,Sunny,513,592,No,Corporate,26,3.83,0,40.0
Tuesday,Sunny,249,280,No,Corporate,14,4.22,0,15.5
Monday,Sunny,467,521,No,Regular,22,4.11,0,37.0
Tuesday,Sunny,237,291,No,Banquet,13,3.99,1,55.4
Sunday,Cloudy,372,501,No,Banquet,19,3.6,0,157.8
Monday,Sunny,97,130,No,Corporate,6,3.98,0,17.2
Wednesday,Sunny,137,163,No,Regular,9,3.5,0,18.3
Thursday,Sunny,606,722,No,Regular,28,3.85,0,75.3
Wednesday,Sunny,158,191,No,Regular,11,3.77,0,30.8
Thursday,Sunny,513,637,No,Buffet,26,4.02,0,134.6
Monday,Sunny,614,759,No,Buffet,34,4.23,0,135.5
Friday,Cloudy,160,227,No,Buffet,12,4.05,0,66.1
Thursday,Sunny,214,255,No,Corporate,16,3.87,0,7.3
Friday,Cloudy,583,736,No,Banquet,30,4.01,1,229.0
Thursday,Stormy,315,437,No,Buffet,21,4.18,0,225.4
Thursday,Rainy,807,1042,No,Banquet,42,4.3,0,351.5
Wednesday,Cloudy,151,184,No,Corporate,12,4.68,0,19.2
Tuesday,Sunny,486,548,No,Regular,25,5.0,0,42.6
Thursday,Cloudy,286,335,No,Corporate,16,4.73,0,28.2
Monday,Rainy,291,364,No,Regular,18,4.12,0,99.7
Wednesday,Cloudy,260,328,No,Regular,14,3.73,1,70.8
Friday,Sunny,776,1019,No,Banquet,40,3.96,0,269.5
Monday,Rainy,273,345,No,Regular,18,4.2,0,91.1
Monday,Sunny,516,651,No,Buffet,30,3.94,0,149.1
Friday,Rainy,145,215,Eid,Banquet,13,3.98,1,104.2
Wednesday,Sunny,225,259,No,Regular,14,4.39,0,21.0
Saturday,Sunny,405,486,No,Regular,20,4.04,0,54.2
Sunday,Rainy,233,290,No,Regular,14,4.25,1,82.2
Sunday,Cloudy,190,252,No,Buffet,16,4.03,1,86.2
Thursday,Cloudy,194,259,Christmas,Regular,12,3.28,0,60.6
Tuesday,Rainy,376,412,No,Regular,19,3.28,0,62.4
Friday,Rainy,676,825,Eid,Corporate,31,4.28,0,198.9
Friday,Sunny,550,687,No,Regular,30,4.08,0,69.3
Friday,Stormy,857,1039,No,Buffet,41,4.18,0,575.4
Wednesday,Sunny,383,438,No,Regular,20,4.24,0,39.8
Monday,Sunny,100,138,No,Buffet,6,4.21,1,37.2
Tuesday,Rainy,181,253,No,Buffet,14,4.1,0,92.1
Tuesday,Sunny,506,601,No,Regular,26,4.66,0,68.2
Monday,Rainy,424,521,No,Regular,24,4.21,1,125.5
Sunday,Sunny,670,773,No,Regular,34,4.22,0,68.1
Monday,Sunny,305,380,No,Regular,16,3.9,1,65.4
Friday,Sunny,735,892,Eid,Regular,38,3.63,0,169.6
Sunday,Cloudy,399,529,No,Buffet,24,5.0,0,170.2
Wednesday,Rainy,553,696,No,Regular,28,4.46,0,186.4
Thursday,Sunny,152,203,No,Regular,11,4.22,0,27.8
Friday,Sunny,397,499,Eid,Regular,23,4.02,0,90.9
Wednesday,Sunny,578,643,No,Corporate,27,4.38,0,27.3
Thursday,Sunny,527,646,No,Regular,27,3.91,0,71.0
Saturday,Cloudy,426,561,No,Buffet,25,4.41,0,157.1
Saturday,Cloudy,851,1044,No,Buffet,41,4.75,0,265.4
Saturday,Sunny,400,498,No,Regular,24,4.09,0,56.8
Sunday,Sunny,742,861,No,Regular,36,4.77,0,86.3
Wednesday,Cloudy,121,157,No,Regular,8,4.01,0,8.5
Saturday,Sunny,792,995,No,Buffet,41,3.37,0,237.3
Friday,Sunny,554,667,No,Regular,27,4.47,0,81.7
Friday,Cloudy,205,263,No,Regular,13,4.08,1,60.9
Saturday,Sunny,390,530,No,Banquet,20,4.47,0,167.5
Saturday,Sunny,784,1083,New Year,Buffet,42,3.65,0,357.2
Sunday,Sunny,599,746,Diwali,Regular,30,3.92,0,147.0
Wednesday,Rainy,247,354,No,Banquet,19,4.68,0,119.7
Friday,Sunny,126,155,No,Regular,11,4.24,0,20.8
Wednesday,Rainy,250,315,New Year,Regular,16,4.75,0,97.5
Friday,Sunny,289,370,Christmas,Regular,16,3.86,0,61.8
Saturday,Sunny,726,872,No,Banquet,35,5.0,0,208.0
Saturday,Rainy,603,723,No,Regular,30,5.0,0,162.0
Thursday,Sunny,203,268,New Year,Corporate,14,4.44,1,64.4
Thursday,Sunny,355,461,No,Buffet,22,4.18,0,100.4
Wednesday,Sunny,209,291,No,Buffet,15,4.3,1,98.2
Tuesday,Cloudy,86,110,No,Regular,8,4.56,0,12.2
Tuesday,Sunny,596,712,Diwali,Regular,29,4.23,0,90.6
Sunday,Rainy,760,887,No,Buffet,38,3.97,0,223.5
Wednesday,Sunny,523,598,No,Regular,23,3.69,0,49.5
Sunday,Sunny,909,1172,No,Buffet,43,3.21,0,242.0
Tuesday,Sunny,89,116,No,Regular,9,4.0,0,23.0
Saturday,Sunny,309,368,No,Corporate,19,3.26,0,51.7
Friday,Rainy,720,911,No,Buffet,38,4.06,0,339.5
Friday,Sunny,620,747,No,Buffet,33,4.78,0,136.5
Friday,Rainy,758,1062,New Year,Buffet,43,4.09,0,438.4
Friday,Sunny,342,389,No,Regular,19,3.72,1,56.0
Sunday,Cloudy,145,194,No,Regular,13,3.9,0,49.3
Thursday,Sunny,388,438,No,Regular,19,3.78,0,38.1
Monday,Rainy,594,778,No,Buffet,31,4.83,0,311.1
Tuesday,Sunny,494,605,No,Regular,24,3.84,1,112.0
Friday,Cloudy,202,272,No,Regular,12,3.37,1,86.7
Thursday,Rainy,433,497,No,Regular,20,5.0,0,83.6
Thursday,Cloudy,432,506,No,Regular,21,4.04,0,58.9
Friday,Sunny,360,471,No,Buffet,20,3.75,0,93.0
Wednesday,Rainy,260,315,No,Buffet,17,4.12,0,79.3
Saturday,Sunny,217,271,No,Regular,12,4.02,0,14.0
Saturday,Sunny,156,212,No,Regular,12,4.32,0,52.6
Friday,Cloudy,555,709,No,Buffet,30,4.05,0,200.3
Friday,Rainy,360,477,Eid,Buffet,19,3.22,0,226.3
Sunday,Sunny,489,576,No,Corporate,23,4.04,0,45.0
Friday,Rainy,444,515,No,Corporate,20,4.49,0,96.2
Sunday,Cloudy,435,535,Diwali,Corporate,21,3.89,0,87.4
Monday,Sunny,562,638,Eid,Corporate,24,4.43,0,75.7
Friday,Sunny,153,184,Eid,Corporate,12,4.52,1,39.0
Friday,Cloudy,127,170,No,Buffet,13,4.62,0,36.8
Thursday,Sunny,326,428,No,Buffet,21,3.68,0,104.6
Wednesday,Sunny,96,132,No,Buffet,6,3.73,0,30.6
Thursday,Sunny,498,561,No,Regular,23,4.13,1,50.3
Wednesday,Rainy,281,337,No,Regular,18,3.36,0,89.5
Sunday,Sunny,256,326,No,Banquet,16,3.67,0,70.3
Wednesday,Sunny,137,206,No,Buffet,11,4.25,0,52.7
Tuesday,Sunny,578,683,No,Regular,30,3.24,0,77.0
Friday,Sunny,344,405,No,Regular,16,3.37,0,53.4
Wednesday,Stormy,336,427,No,Regular,19,4.33,0,143.9
Monday,Cloudy,164,216,Diwali,Regular,12,3.44,0,59.4
Thursday,Cloudy,629,798,No,Buffet,33,5.0,0,200.7
Thursday,Rainy,593,813,No,Buffet,34,3.69,0,301.5
Tuesday,Sunny,316,393,No,Buffet,17,3.66,0,78.4
Friday,Rainy,676,829,No,Regular,36,3.52,0,187.6
Thursday,Stormy,275,319,No,Regular,14,4.1,0,103.4
Saturday,Cloudy,714,892,No,Regular,36,4.03,0,135.6
Wednesday,Cloudy,626,736,No,Regular,30,4.27,1,90.2
Tuesday,Sunny,401,531,Eid,Buffet,23,4.01,0,173.2
Sunday,Rainy,478,569,No,Regular,25,4.5,0,132.2
Thursday,Sunny,773,940,No,Banquet,38,4.01,0,227.0
Monday,Cloudy,150,217,No,Buffet,13,3.95,0,66.8
Saturday,Sunny,415,499,No,Regular,23,4.21,0,53.9
Tuesday,Cloudy,621,702,No,Regular,28,3.29,0,76.6
Saturday,Rainy,221,272,No,Regular,15,3.64,0,63.3
Friday,Cloudy,343,400,No,Regular,18,4.83,0,38.9
Sunday,Sunny,948,1149,No,Banquet,43,3.36,0,244.4
Sunday,Cloudy,694,837,No,Buffet,36,4.48,0,184.3
Tuesday,Rainy,315,364,No,Corporate,15,3.11,0,76.0
Saturday,Cloudy,204,295,No,Buffet,17,3.43,1,118.2
Wednesday,Rainy,239,311,No,Banquet,13,3.78,0,113.9
Friday,Rainy,612,695,No,Corporate,26,4.29,0,151.5
Friday,Rainy,437,509,No,Regular,25,4.05,1,147.5
Monday,Sunny,622,742,No,Regular,32,4.27,1,116.0
Monday,Sunny,124,153,No,Regular,10,3.88,0,24.0
Monday,Rainy,288,357,No,Regular,17,4.04,0,78.8
Monday,Rainy,145,177,No,Buffet,13,4.12,0,49.0
Tuesday,Sunny,150,195,No,Regular,11,4.5,0,21.5
Sunday,Sunny,79,104,No,Corporate,5,4.83,0,15.6
Thursday,Sunny,390,453,No,Regular,21,3.65,0,49.2
Saturday,Rainy,221,265,No,Corporate,15,4.04,0,44.7
Saturday,Rainy,193,214,No,Regular,11,3.94,0,40.8
Saturday,Cloudy,697,880,No,Regular,34,4.24,1,171.0
Wednesday,Sunny,290,335,No,Corporate,17,4.7,0,10.5
Sunday,Sunny,459,538,No,Regular,22,4.15,0,42.5
Saturday,Rainy,620,783,No,Buffet,32,3.87,0,250.4
Saturday,Sunny,346,417,Diwali,Corporate,20,4.54,0,67.6
Sunday,Sunny,177,206,No,Regular,13,4.01,0,16.0
Friday,Sunny,423,543,Eid,Regular,21,4.05,0,109.6
Thursday,Rainy,616,763,No,Regular,33,4.37,0,138.9
Sunday,Cloudy,561,692,No,Regular,29,3.56,0,83.6
Thursday,Sunny,665,897,No,Banquet,36,3.53,0,242.2
Saturday,Sunny,431,517,Diwali,Corporate,21,3.69,0,72.4
Monday,Stormy,276,334,No,Regular,13,4.0,0,94.9
Monday,Sunny,405,496,Eid,Buffet,21,4.55,0,103.6
Thursday,Sunny,430,592,No,Banquet,23,3.83,0,172.1
Monday,Sunny,404,555,Christmas,Regular,21,3.9,0,117.0
Sunday,Sunny,675,782,No,Regular,32,4.19,0,81.5
Monday,Rainy,67,89,No,Corporate,10,3.73,0,24.8
Friday,Rainy,497,655,No,Buffet,27,3.92,0,198.0
Tuesday,Sunny,220,271,No,Regular,16,4.1,0,31.3
Sunday,Rainy,927,1111,No,Buffet,45,4.36,0,362.9
Wednesday,Sunny,151,186,No,Regular,8,4.52,0,18.8
Monday,Rainy,122,160,No,Buffet,7,4.05,0,53.8
Monday,Sunny,568,786,No,Buffet,32,3.99,0,248.1
Thursday,Sunny,223,256,No,Regular,11,4.03,0,19.6
Sunday,Rainy,210,265,No,Corporate,11,4.21,1,79.4
Sunday,Rainy,533,717,No,Buffet,31,4.74,0,241.8
Wednesday,Rainy,725,859,No,Buffet,32,5.0,1,258.9
Thursday,Cloudy,173,225,No,Buffet,15,4.9,1,66.8
Monday,Rainy,378,459,No,Regular,19,4.57,0,101.6
Thursday,Cloudy,273,339,New Year,Regular,19,3.69,0,66.2
